"s"	"p"	"o"
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/caption"	"Ethnic origins of people in Canada"
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/cctld"	"http://dbpedia.org/resource/.ca"
"http://dbpedia.org/resource/Robert_Zimmer"	"http://dbpedia.org/property/children"	"David Zimmer"
"http://dbpedia.org/resource/Robert_Zimmer"	"http://dbpedia.org/property/children"	"Alex Zimmer"
"http://dbpedia.org/resource/Robert_Zimmer"	"http://dbpedia.org/property/children"	"Benjamin Zimmer"
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/color"	"Gold"
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/color"	"Black"
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/color"	"Blue"
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/color"	"Gray"
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/color"	"Green"
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/color"	"Red"
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/color"	"White"
"http://dbpedia.org/resource/United_States"	"http://dbpedia.org/property/commonName"	"the United States"
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/commonName"	"Canada"
"http://dbpedia.org/resource/United_States"	"http://dbpedia.org/property/conventionalLongName"	"United States of America"
"http://dbpedia.org/resource/United_States"	"http://dbpedia.org/property/countryCode"	"USA"
"http://dbpedia.org/resource/United_States"	"http://dbpedia.org/property/currency"	"http://dbpedia.org/resource/%7B%7B"
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/currency"	"http://dbpedia.org/resource/Canadian_dollar"
"http://dbpedia.org/resource/United_States"	"http://dbpedia.org/property/currencyCode"	"USD"
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/currencyCode"	"CAD"
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/dateFormat"	"dd-mm-yyyy mm-dd-yyyy yyyy-mm-dd"
"http://dbpedia.org/resource/Robert_Zimmer"	"http://dbpedia.org/property/dateOfBirth"	1947-11-05+02:00
"http://dbpedia.org/resource/United_States"	"http://dbpedia.org/property/demonym"	"http://dbpedia.org/resource/Americans"
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/demonym"	"Canadian"
"http://dbpedia.org/resource/United_States"	"http://dbpedia.org/property/direction"	"horizontal"
"http://dbpedia.org/resource/United_States"	"http://dbpedia.org/property/drivesOn"	"right"
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/drivesOn"	"right"
"http://dbpedia.org/resource/United_States"	"http://dbpedia.org/property/establishedDate"	1776-07-04+02:00
"http://dbpedia.org/resource/United_States"	"http://dbpedia.org/property/establishedDate"	1783-09-03+02:00
"http://dbpedia.org/resource/United_States"	"http://dbpedia.org/property/establishedDate"	1788-06-21+02:00
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/establishedDate"	1867-07-01+02:00
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/establishedDate"	1931-12-11+02:00
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/establishedDate"	1982-04-17+02:00
"http://dbpedia.org/resource/United_States"	"http://dbpedia.org/property/establishedEvent"	"http://dbpedia.org/resource/United_States_Declaration_of_Independence"
"http://dbpedia.org/resource/United_States"	"http://dbpedia.org/property/establishedEvent"	"http://dbpedia.org/resource/Treaty_of_Paris_(1783)"
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/establishedEvent"	"http://dbpedia.org/resource/Constitution_of_Canada"
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/establishedEvent"	"http://dbpedia.org/resource/Statute_of_Westminster_1931"
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/establishedEvent"	"http://dbpedia.org/resource/Canada_Act_1982"
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/ethnicGroups"	76.7
"http://dbpedia.org/resource/University_of_Toronto"	"http://dbpedia.org/property/faculty"	2547
"http://dbpedia.org/resource/United_States"	"http://dbpedia.org/property/footnoteA"	"English is the official language of at least 28 states; some sources give higher figures, based on differing definitions of ""official"". English and Hawaiian are both official languages in the state of Hawaii."
"http://dbpedia.org/resource/United_States"	"http://dbpedia.org/property/footnoteB"	"English is the de facto language of American government and the sole language spoken at home by 80 percent of Americans aged five and older. 28 states and 5 territories have made English an official language. Other official languages include Hawaiian, Samoan, Chamorro, Carolinian, and Spanish."
"http://dbpedia.org/resource/United_States"	"http://dbpedia.org/property/footnoteC"	"Whether the United States or China is larger has been disputed. The figure given is from the U.S. Central Intelligence Agency's The World Factbook. Other sources give smaller figures. All authoritative calculations of the country's size include only the 50 states and the District of Columbia, not the territories."
"http://dbpedia.org/resource/United_States"	"http://dbpedia.org/property/footnoteD"	"The population estimate is of people whose usual residence is within the 50 states and the District of Columbia, regardless of nationality. It does not include those living in the territories ."
"http://dbpedia.org/resource/United_States"	"http://dbpedia.org/property/footnoteE"	"See Time in the United States for details about laws governing time zones in the United States."
"http://dbpedia.org/resource/University_of_Toronto"	"http://dbpedia.org/property/formerNames"	"King's College"
"http://dbpedia.org/resource/United_States"	"http://dbpedia.org/property/gdpNominalPerCapita"	"52852.0"
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/gdpNominalPerCapita"	"51871.0"
"http://dbpedia.org/resource/United_States"	"http://dbpedia.org/property/gdpNominalPerCapitaRank"	9
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/gdpNominalPerCapitaRank"	10
"http://dbpedia.org/resource/United_States"	"http://dbpedia.org/property/gdpNominalRank"	"1.0"
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/gdpNominalRank"	10
"http://dbpedia.org/resource/United_States"	"http://dbpedia.org/property/gdpNominalYear"	2013
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/gdpNominalYear"	2013
"http://dbpedia.org/resource/United_States"	"http://dbpedia.org/property/gdpPppPerCapita"	"52852.0"
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/gdpPppPerCapita"	"43146.0"
"http://dbpedia.org/resource/United_States"	"http://dbpedia.org/property/gdpPppPerCapitaRank"	7
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/gdpPppPerCapitaRank"	9
"http://dbpedia.org/resource/United_States"	"http://dbpedia.org/property/gdpPppRank"	"1.0"
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/gdpPppRank"	13
"http://dbpedia.org/resource/United_States"	"http://dbpedia.org/property/gdpPppYear"	2013
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/gdpPppYear"	2013
"http://dbpedia.org/resource/United_States"	"http://dbpedia.org/property/gini"	47.7
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/gini"	32.1
"http://dbpedia.org/resource/United_States"	"http://dbpedia.org/property/giniRank"	39
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/giniRank"	"103.0"
"http://dbpedia.org/resource/United_States"	"http://dbpedia.org/property/giniYear"	2011
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/giniYear"	2005
"http://dbpedia.org/resource/United_States"	"http://dbpedia.org/property/governmentType"	"http://dbpedia.org/resource/Federalism"
"http://dbpedia.org/resource/United_States"	"http://dbpedia.org/property/governmentType"	"http://dbpedia.org/resource/Republic"
"http://dbpedia.org/resource/United_States"	"http://dbpedia.org/property/governmentType"	"http://dbpedia.org/resource/Presidential_system"
"http://dbpedia.org/resource/United_States"	"http://dbpedia.org/property/hdi"	0.937
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/hdi"	0.911
"http://dbpedia.org/resource/United_States"	"http://dbpedia.org/property/hdiChange"	"increase"
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/hdiChange"	"increase"
"http://dbpedia.org/resource/United_States"	"http://dbpedia.org/property/hdiRank"	"3.0"
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/hdiRank"	11
"http://dbpedia.org/resource/United_States"	"http://dbpedia.org/property/hdiYear"	2013
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/hdiYear"	2013
"http://dbpedia.org/resource/United_States"	"http://dbpedia.org/property/height"	200
"http://dbpedia.org/resource/University_of_Toronto"	"http://dbpedia.org/property/hrlrN"	1
"http://dbpedia.org/resource/University_of_Toronto"	"http://dbpedia.org/property/hrlrW"	25
"http://dbpedia.org/resource/United_States"	"http://dbpedia.org/property/image"	"OneWorldTradeCenter.jpg"
"http://dbpedia.org/resource/United_States"	"http://dbpedia.org/property/image"	"WTC smoking on 9-11.jpeg"
"http://dbpedia.org/resource/United_States"	"http://dbpedia.org/property/imageCoat"	"Great Seal of the United States .svg"
"http://dbpedia.org/resource/United_States"	"http://dbpedia.org/property/imageFlag"	"Flag of the United States.svg"
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/imageFlag"	"Flag of Canada.svg"
"http://dbpedia.org/resource/United_States"	"http://dbpedia.org/property/imageMap"	"USA orthographic.svg"
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/imageMap"	"Canada .svg"
"http://dbpedia.org/resource/Robert_Zimmer"	"http://dbpedia.org/property/imagesize"	180
"http://dbpedia.org/resource/United_States"	"http://dbpedia.org/property/iso3166code"	"US"
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/label"	"http://dbpedia.org/resource/European_Canadian"
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/label"	"http://dbpedia.org/resource/Asian_Canadian"
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/label"	"http://dbpedia.org/resource/Aboriginal_peoples_in_Canada"
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/label"	"http://dbpedia.org/resource/Black_Canadians"
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/label"	"http://dbpedia.org/resource/Latin_American_Canadian"
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/label"	"http://dbpedia.org/resource/Ethnic_origins_of_people_in_Canada"
"http://dbpedia.org/resource/United_States"	"http://dbpedia.org/property/languages"	"English"
"http://dbpedia.org/resource/United_States"	"http://dbpedia.org/property/languagesType"	"http://dbpedia.org/resource/National_language"
"http://dbpedia.org/resource/United_States"	"http://dbpedia.org/property/largestCity"	"http://dbpedia.org/resource/New_York_City"
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/largestCity"	"http://dbpedia.org/resource/Toronto"
"http://dbpedia.org/resource/United_States"	"http://dbpedia.org/property/latd"	38
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/latd"	45
"http://dbpedia.org/resource/University_of_Toronto"	"http://dbpedia.org/property/latinName"	"Universitas Torontonensis"
"http://dbpedia.org/resource/United_States"	"http://dbpedia.org/property/latm"	53
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/latm"	24
"http://dbpedia.org/resource/United_States"	"http://dbpedia.org/property/latns"	"N"
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/latns"	"N"
"http://dbpedia.org/resource/United_States"	"http://dbpedia.org/property/leaderName"	"http://dbpedia.org/resource/John_Roberts"
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/leaderName"	"http://dbpedia.org/resource/David_Johnston"
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/leaderName"	"http://dbpedia.org/resource/Elizabeth_II"
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/leaderName"	"http://dbpedia.org/resource/Stephen_Harper"
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/leaderName"	"http://dbpedia.org/resource/Beverley_McLachlin"
"http://dbpedia.org/resource/United_States"	"http://dbpedia.org/property/leaderTitle"	"http://dbpedia.org/resource/Chief_Justice_of_the_United_States"
"http://dbpedia.org/resource/United_States"	"http://dbpedia.org/property/leaderTitle"	"http://dbpedia.org/resource/Vice_President_of_the_United_States"
"http://dbpedia.org/resource/United_States"	"http://dbpedia.org/property/leaderTitle"	"http://dbpedia.org/resource/President_of_the_United_States"
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/leaderTitle"	"http://dbpedia.org/resource/Monarchy_of_Canada"
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/leaderTitle"	"http://dbpedia.org/resource/Prime_Minister_of_Canada"
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/leaderTitle"	"http://dbpedia.org/resource/Chief_Justice_of_Canada"
"http://dbpedia.org/resource/United_States"	"http://dbpedia.org/property/legislature"	"http://dbpedia.org/resource/United_States_Congress"
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/legislature"	"http://dbpedia.org/resource/Parliament_of_Canada"
"http://dbpedia.org/resource/University_of_Toronto"	"http://dbpedia.org/property/logo"	280
"http://dbpedia.org/resource/United_States"	"http://dbpedia.org/property/longd"	77
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/longd"	75
"http://dbpedia.org/resource/United_States"	"http://dbpedia.org/property/longew"	"W"
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/longew"	"W"
"http://dbpedia.org/resource/United_States"	"http://dbpedia.org/property/longm"	1
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/longm"	40
"http://dbpedia.org/resource/United_States"	"http://dbpedia.org/property/lowerHouse"	"http://dbpedia.org/resource/United_States_House_of_Representatives"
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/lowerHouse"	"http://dbpedia.org/resource/House_of_Commons_of_Canada"
"http://dbpedia.org/resource/University_of_Toronto"	"http://dbpedia.org/property/macMed"	3
"http://dbpedia.org/resource/United_States"	"http://dbpedia.org/property/mapWidth"	220
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/mapWidth"	220
"http://dbpedia.org/resource/University_of_Toronto"	"http://dbpedia.org/property/mottoeng"	"As a tree through the ages"
"http://dbpedia.org/resource/University_of_Toronto"	"http://dbpedia.org/property/name"	"University of Toronto"
"http://dbpedia.org/resource/Robert_Zimmer"	"http://dbpedia.org/property/name"	"Zimmer, Robert"
"http://dbpedia.org/resource/Robert_Zimmer"	"http://dbpedia.org/property/name"	"Robert Jeffrey Zimmer"
"http://dbpedia.org/resource/United_States"	"http://dbpedia.org/property/nationalAnthem"	"""The Star-Spangled Banner"""
"http://dbpedia.org/resource/United_States"	"http://dbpedia.org/property/nationalAnthem"	"File:Star Spangled Banner instrumental.ogg"
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/nationalAnthem"	"""O Canada"""
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/nationalAnthem"	"File:Canada - Official Anthem (Instrumental).ogg"
"http://dbpedia.org/resource/United_States"	"http://dbpedia.org/property/nationalMotto"	"""In God we trust"""
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/nativeName"	"Canada"
"http://dbpedia.org/resource/University_of_Toronto"	"http://dbpedia.org/property/nickname"	"http://dbpedia.org/resource/Toronto_Varsity_Blues"
"http://dbpedia.org/resource/Robert_Zimmer"	"http://dbpedia.org/property/office"	"President of the University of Chicago"
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/officialLanguages"	"http://dbpedia.org/resource/French_language"
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/officialLanguages"	"http://dbpedia.org/resource/English_language"
"http://dbpedia.org/resource/United_States"	"http://dbpedia.org/property/officialReligion"	"none"
"http://dbpedia.org/resource/Robert_Zimmer"	"http://dbpedia.org/property/order"	13
"http://dbpedia.org/resource/United_States"	"http://dbpedia.org/property/percentWater"	6.76
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/percentWater"	8.92
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/populationCensus"	33476688
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/populationCensusYear"	2011
"http://dbpedia.org/resource/United_States"	"http://dbpedia.org/property/populationDensityKm"	34.2
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/populationDensityKm"	3.41
"http://dbpedia.org/resource/United_States"	"http://dbpedia.org/property/populationDensityRank"	180
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/populationDensityRank"	228
"http://dbpedia.org/resource/United_States"	"http://dbpedia.org/property/populationDensitySqMi"	88.6
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/populationDensitySqMi"	8.3
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/populationEstimate"	35344962
"http://dbpedia.org/resource/United_States"	"http://dbpedia.org/property/populationEstimateRank"	"3.0"
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/populationEstimateRank"	37
"http://dbpedia.org/resource/United_States"	"http://dbpedia.org/property/populationEstimateYear"	2013
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/populationEstimateYear"	2014
"http://dbpedia.org/resource/University_of_Toronto"	"http://dbpedia.org/property/postgrad"	13464
"http://dbpedia.org/resource/Robert_Zimmer"	"http://dbpedia.org/property/predecessor"	"http://dbpedia.org/resource/Don_Michael_Randel"
"http://dbpedia.org/resource/University_of_Toronto"	"http://dbpedia.org/property/president"	"http://dbpedia.org/resource/Meric_Gertler"
"http://dbpedia.org/resource/Robert_Zimmer"	"http://dbpedia.org/property/profession"	"http://dbpedia.org/resource/Mathematician"
"http://dbpedia.org/resource/University_of_Toronto"	"http://dbpedia.org/property/province"	"http://dbpedia.org/resource/Ontario"
"http://dbpedia.org/resource/University_of_Toronto"	"http://dbpedia.org/property/qsW"	17
"http://dbpedia.org/resource/Robert_Zimmer"	"http://dbpedia.org/property/residence"	"Chicago, Illinois, USA"
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/royalAnthem"	"""God Save the Queen"""
"http://dbpedia.org/resource/Robert_Zimmer"	"http://dbpedia.org/property/shortDescription"	"President of the University of Chicago"
"http://dbpedia.org/resource/United_States"	"http://dbpedia.org/property/sovereigntyNote"	"from Great Britain"
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/sovereigntyNote"	"from the United Kingdom"
"http://dbpedia.org/resource/United_States"	"http://dbpedia.org/property/sovereigntyType"	"http://dbpedia.org/resource/American_Revolution"
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/sovereigntyType"	"http://dbpedia.org/resource/Canadian_Confederation"
"http://dbpedia.org/resource/Robert_Zimmer"	"http://dbpedia.org/property/spouse"	"http://dbpedia.org/resource/Shadi_Bartsch"
"http://dbpedia.org/resource/Robert_Zimmer"	"http://dbpedia.org/property/spouse"	"Terese Schwartzman"
"http://dbpedia.org/resource/University_of_Toronto"	"http://dbpedia.org/property/staff"	4590
"http://dbpedia.org/resource/United_States"	"http://dbpedia.org/property/symbolType"	"Great Seal"
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/symbolType"	"Coat of Arms"
"http://dbpedia.org/resource/Robert_Zimmer"	"http://dbpedia.org/property/termStart"	2006-07-01+02:00
"http://dbpedia.org/resource/University_of_Toronto"	"http://dbpedia.org/property/thesN"	1
"http://dbpedia.org/resource/University_of_Toronto"	"http://dbpedia.org/property/thesW"	20
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/thumb"	"right"
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/title"	20
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/titlestyle"	"color:black; background-color:white;"
"http://dbpedia.org/resource/University_of_Toronto"	"http://dbpedia.org/property/type"	"http://dbpedia.org/resource/Public_university"
"http://dbpedia.org/resource/University_of_Toronto"	"http://dbpedia.org/property/undergrad"	33795
"http://dbpedia.org/resource/University_of_Toronto"	"http://dbpedia.org/property/uniname"	"University of Toronto"
"http://dbpedia.org/resource/United_States"	"http://dbpedia.org/property/upperHouse"	"http://dbpedia.org/resource/United_States_Senate"
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/upperHouse"	"http://dbpedia.org/resource/Senate_of_Canada"
"http://dbpedia.org/resource/United_States"	"http://dbpedia.org/property/utcOffset"	"−5 to −10"
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/utcOffset"	"−3.5 to −8"
"http://dbpedia.org/resource/United_States"	"http://dbpedia.org/property/utcOffsetDst"	"−4 to −10"
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/utcOffsetDst"	"−2.5 to −7"
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/value"	0.3
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/value"	0.5
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/value"	1.2
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/value"	2.9
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/value"	4.3
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/value"	14.2
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/value"	76.7
"http://dbpedia.org/resource/University_of_Toronto"	"http://dbpedia.org/property/website"	"http://www.utoronto.ca"
"http://dbpedia.org/resource/Robert_Zimmer"	"http://dbpedia.org/property/website"	"http://president.uchicago.edu/"
"http://dbpedia.org/resource/United_States"	"http://dbpedia.org/property/width"	100
"http://dbpedia.org/resource/United_States"	"http://dbpedia.org/property/width"	200
"http://dbpedia.org/resource/University_of_Toronto"	"http://dbpedia.org/property/arwuMed"	25
"http://dbpedia.org/resource/United_States"	"http://dbpedia.org/property/footnoteG"	"Except U.S. Virgin Islands."
"http://dbpedia.org/resource/United_States"	"http://dbpedia.org/property/ef"	8
"http://dbpedia.org/resource/United_States"	"http://dbpedia.org/property/efRank"	6
"http://dbpedia.org/resource/United_States"	"http://dbpedia.org/property/efYear"	2007
"http://dbpedia.org/resource/University_of_Toronto"	"http://dbpedia.org/property/thesArthum"	12
"http://dbpedia.org/resource/University_of_Toronto"	"http://dbpedia.org/property/thesEngtech"	22
"http://dbpedia.org/resource/University_of_Toronto"	"http://dbpedia.org/property/thesHeal"	15
"http://dbpedia.org/resource/University_of_Toronto"	"http://dbpedia.org/property/thesLife"	26
"http://dbpedia.org/resource/University_of_Toronto"	"http://dbpedia.org/property/thesPhyssci"	17
"http://dbpedia.org/resource/University_of_Toronto"	"http://dbpedia.org/property/thesRch"	14
"http://dbpedia.org/resource/University_of_Toronto"	"http://dbpedia.org/property/thesRep"	16
"http://dbpedia.org/resource/University_of_Toronto"	"http://dbpedia.org/property/thesSocsci"	19
"http://dbpedia.org/resource/University_of_Toronto"	"http://dbpedia.org/property/thesTch"	20
"http://dbpedia.org/resource/University_of_Toronto"	"http://dbpedia.org/property/wordnet_type"	"http://www.w3.org/2006/03/wn/wn20/instances/synset-university-noun-2"
